topology,scenario,k,delay,method,mean_mlu,p95_mlu,peak_mlu,overload_0p7,overload_0p9,mean_disturb,mean_decision_ms,sticky_applied_rate,recovery_time,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_disturb_pct,abl_delta_mean_vs_currapg_pct,abl_delta_p95_vs_currapg_pct,abl_delta_peak_vs_currapg_pct,n_steps
ebone,normal,20,0,oracle,360.620899,433.954533,438.528141,51,15,0.014217,49.93,0.980,1,+0.000,+0.000,+0.000,+56.334,-0.000,+0.000,-0.000,51
ebone,normal,20,1,phase1,363.921768,436.081108,442.705744,51,13,0.014781,51.94,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,20,1,current_apg,363.833981,436.081108,442.742668,51,13,0.009113,50.36,0.980,1,-0.024,+0.000,+0.008,-38.349,+0.000,+0.000,+0.000,51
ebone,normal,20,1,predictive,363.833981,436.081108,442.742668,51,13,0.009113,50.11,0.980,1,-0.024,+0.000,+0.008,-38.349,+0.000,+0.000,+0.000,51
ebone,normal,20,1,oracle,363.833981,436.081108,442.742668,51,13,0.009113,50.21,0.980,1,-0.024,+0.000,+0.008,-38.349,+0.000,+0.000,+0.000,51
ebone,normal,20,2,phase1,362.604728,436.148616,441.545309,51,13,0.009094,49.84,0.980,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,20,2,current_apg,363.286585,438.799105,443.910076,51,13,0.008915,54.67,0.980,1,+0.188,+0.608,+0.536,-1.968,+0.000,+0.000,+0.000,51
ebone,normal,20,2,predictive,362.756714,438.516684,441.545309,51,14,0.014217,56.71,0.980,15,+0.042,+0.543,+0.000,+56.334,-0.146,-0.064,-0.533,51
ebone,normal,20,2,oracle,362.756714,438.516684,441.545309,51,14,0.014217,50.95,0.980,15,+0.042,+0.543,+0.000,+56.334,-0.146,-0.064,-0.533,51
ebone,normal,40,0,phase1,360.620899,433.954533,438.528141,51,15,0.012778,53.07,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,40,0,current_apg,360.620899,433.954533,438.528141,51,15,0.016960,53.37,0.980,1,+0.000,+0.000,+0.000,+32.730,+0.000,+0.000,+0.000,51
ebone,normal,40,0,predictive,360.620899,433.954533,438.528141,51,15,0.014695,52.82,0.980,1,-0.000,-0.000,+0.000,+15.007,-0.000,-0.000,-0.000,51
ebone,normal,40,0,oracle,360.620899,433.954533,438.528141,51,15,0.016960,52.74,0.980,1,+0.000,+0.000,+0.000,+32.730,+0.000,+0.000,+0.000,51
ebone,normal,40,1,phase1,363.421877,435.612193,441.539319,51,14,0.018490,52.47,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,40,1,current_apg,363.340294,437.321548,443.963318,51,13,0.023751,52.95,0.980,1,-0.022,+0.392,+0.549,+28.454,+0.000,+0.000,+0.000,51
ebone,normal,40,1,predictive,363.340294,437.321548,443.963318,51,13,0.023751,52.67,0.980,1,-0.022,+0.392,+0.549,+28.454,+0.000,+0.000,+0.000,51
ebone,normal,40,1,oracle,363.170973,435.659615,440.411810,51,14,0.020897,52.22,0.980,1,-0.069,+0.011,-0.255,+13.017,-0.047,-0.380,-0.800,51
ebone,normal,40,2,phase1,363.411704,439.885537,444.243571,51,13,0.012778,53.06,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,normal,40,2,current_apg,363.128092,439.590994,444.431563,51,13,0.016960,52.88,0.980,1,-0.078,-0.067,+0.042,+32.730,+0.000,+0.000,+0.000,51
ebone,normal,40,2,predictive,363.289283,436.210858,441.948495,51,14,0.014695,52.75,0.980,1,-0.034,-0.835,-0.517,+15.007,+0.044,-0.769,-0.559,51
ebone,normal,40,2,oracle,363.128092,439.590994,444.431563,51,13,0.016960,52.80,0.980,1,-0.078,-0.067,+0.042,+32.730,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,0,phase1,363.261430,447.547973,452.733615,44,13,0.005011,49.95,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,0,current_apg,363.261430,447.547973,452.733615,44,13,0.005011,49.92,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,0,predictive,363.261430,447.547973,452.733615,44,13,0.005011,51.27,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,0,oracle,363.261430,447.547973,452.733615,44,13,0.005011,49.51,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,1,phase1,366.754520,451.266699,472.410155,35,12,0.002609,50.12,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,1,current_apg,367.169775,455.690191,472.410155,35,12,0.003844,49.66,0.980,2,+0.113,+0.980,+0.000,+47.345,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,1,predictive,367.169775,455.690191,472.410155,35,12,0.003844,49.57,0.980,2,+0.113,+0.980,+0.000,+47.345,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,1,oracle,367.169775,455.690191,472.410155,35,12,0.003844,49.69,0.980,2,+0.113,+0.980,+0.000,+47.345,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,2,phase1,365.485193,454.213541,466.889599,36,11,0.005011,49.23,0.980,2,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,2,current_apg,365.485193,454.213541,466.889599,36,11,0.005011,49.27,0.980,2,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,2,predictive,365.485193,454.213541,466.889599,36,11,0.005011,49.24,0.980,2,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,10,2,oracle,365.485193,454.213541,466.889599,36,11,0.005011,49.63,0.980,2,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,0,phase1,363.261430,447.547973,452.733615,44,13,0.014855,50.77,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,0,current_apg,363.261430,447.547973,452.733615,44,13,0.011601,51.64,0.980,1,-0.000,+0.000,+0.000,-21.903,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,0,predictive,363.261430,447.547973,452.733615,44,13,0.011601,50.70,0.980,1,-0.000,+0.000,+0.000,-21.903,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,0,oracle,363.261430,447.547973,452.733615,44,13,0.011601,51.32,0.980,1,-0.000,+0.000,+0.000,-21.903,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,1,phase1,366.274054,452.160560,469.019227,36,12,0.012474,51.00,0.980,2,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,1,current_apg,366.657741,454.643291,477.191621,33,9,0.010919,50.53,0.980,3,+0.105,+0.549,+1.742,-12.469,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,1,predictive,366.767949,453.842038,470.706369,35,12,0.014646,50.63,0.980,2,+0.135,+0.372,+0.360,+17.409,+0.030,-0.176,-1.359,51
ebone,spike_2x,20,1,oracle,366.767949,453.842038,470.706369,35,12,0.014646,50.56,0.980,2,+0.135,+0.372,+0.360,+17.409,+0.030,-0.176,-1.359,51
ebone,spike_2x,20,2,phase1,367.230749,455.897616,481.909613,28,6,0.014855,64.79,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,2,current_apg,367.277369,455.897616,481.952379,29,6,0.011601,51.63,0.980,1,+0.013,+0.000,+0.009,-21.903,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,2,predictive,367.277369,455.897616,481.952379,29,6,0.011601,52.10,0.980,1,+0.013,+0.000,+0.009,-21.903,+0.000,+0.000,+0.000,51
ebone,spike_2x,20,2,oracle,367.259311,455.897616,481.952379,28,6,0.015770,52.34,0.980,1,+0.008,+0.000,+0.009,+6.164,-0.005,+0.000,+0.000,51
ebone,spike_2x,40,0,phase1,363.261430,447.547973,452.733615,44,13,0.019612,54.24,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,0,current_apg,363.261430,447.547973,452.733615,44,13,0.021025,52.86,0.980,1,+0.000,-0.000,+0.000,+7.205,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,0,predictive,363.261430,447.547973,452.733615,44,13,0.021025,53.20,0.980,1,+0.000,-0.000,+0.000,+7.205,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,0,oracle,363.261430,447.547973,452.733615,44,13,0.019830,53.60,0.980,1,+0.000,+0.000,+0.000,+1.110,-0.000,+0.000,+0.000,51
ebone,spike_2x,40,1,phase1,366.979117,455.055860,474.974532,33,11,0.015583,67.05,0.980,4,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,1,current_apg,366.657229,455.730119,475.368945,34,11,0.017845,53.44,0.980,3,-0.088,+0.148,+0.083,+14.510,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,1,predictive,367.060399,455.055860,470.637290,35,12,0.017554,54.25,0.980,4,+0.022,+0.000,-0.913,+12.645,+0.110,-0.148,-0.995,51
ebone,spike_2x,40,1,oracle,366.657229,455.730119,475.368945,34,11,0.017845,53.66,0.980,3,-0.088,+0.148,+0.083,+14.510,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,2,phase1,366.391743,450.700519,469.106784,36,11,0.019612,61.80,0.980,3,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,2,current_apg,366.442712,455.709883,478.703458,30,8,0.021025,51.27,0.980,1,+0.014,+1.111,+2.046,+7.205,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,2,predictive,366.442712,455.709883,478.703458,30,8,0.021025,51.53,0.980,1,+0.014,+1.111,+2.046,+7.205,+0.000,+0.000,+0.000,51
ebone,spike_2x,40,2,oracle,366.168257,452.998698,467.576935,36,11,0.019830,51.25,0.980,3,-0.061,+0.510,-0.326,+1.110,-0.075,-0.595,-2.324,51
ebone,ramp_up,10,0,phase1,388.505933,438.364449,441.632286,51,21,0.003165,49.59,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,0,current_apg,388.505933,438.364449,441.632286,51,21,0.004923,49.18,0.980,1,+0.000,+0.000,+0.000,+55.548,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,0,predictive,388.505933,438.364449,441.632286,51,21,0.004923,49.04,0.980,1,+0.000,+0.000,+0.000,+55.548,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,0,oracle,388.505933,438.364449,441.632286,51,21,0.004923,49.17,0.980,1,+0.000,+0.000,+0.000,+55.548,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,1,phase1,392.598658,441.067360,445.139874,51,20,0.004679,48.51,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,1,current_apg,392.598658,441.067360,445.139874,51,20,0.004679,48.60,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,1,predictive,392.598658,441.067360,445.139874,51,20,0.004679,48.66,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,1,oracle,392.598658,441.067360,445.139874,51,20,0.004679,50.18,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,2,phase1,392.990517,446.961221,449.671413,51,19,0.003165,49.91,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,2,current_apg,392.779652,445.503613,449.671413,51,19,0.004923,49.53,0.980,1,-0.054,-0.326,+0.000,+55.548,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,2,predictive,392.779652,445.503613,449.671413,51,19,0.004923,49.10,0.980,1,-0.054,-0.326,+0.000,+55.548,+0.000,+0.000,+0.000,51
ebone,ramp_up,10,2,oracle,392.779652,445.503613,449.671413,51,19,0.004923,49.35,0.980,1,-0.054,-0.326,+0.000,+55.548,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,0,phase1,388.505933,438.364448,441.632286,51,21,0.016770,49.97,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,0,current_apg,388.505933,438.364448,441.632286,51,21,0.010826,49.76,0.980,1,+0.000,+0.000,+0.000,-35.448,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,0,predictive,388.505933,438.364448,441.632286,51,21,0.007918,49.60,0.980,1,-0.000,-0.000,+0.000,-52.783,-0.000,-0.000,-0.000,51
ebone,ramp_up,20,0,oracle,388.505933,438.364448,441.632286,51,21,0.007918,49.57,0.980,1,-0.000,-0.000,+0.000,-52.783,-0.000,-0.000,-0.000,51
ebone,ramp_up,20,1,phase1,394.274156,442.601644,448.447719,51,19,0.011491,50.04,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,1,current_apg,392.929465,442.887779,448.447719,51,19,0.006633,50.19,0.980,1,-0.341,+0.065,+0.000,-42.275,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,1,predictive,392.929465,442.887779,448.447719,51,19,0.006633,52.53,0.980,1,-0.341,+0.065,+0.000,-42.275,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,1,oracle,392.929465,442.887779,448.447719,51,19,0.006633,50.95,0.980,1,-0.341,+0.065,+0.000,-42.275,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,2,phase1,394.128205,445.411751,450.595957,51,19,0.016770,49.96,0.980,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,2,current_apg,395.079249,446.187090,450.653881,51,19,0.010826,49.65,0.980,1,+0.241,+0.174,+0.013,-35.448,+0.000,+0.000,+0.000,51
ebone,ramp_up,20,2,predictive,394.055595,443.087446,452.016413,51,19,0.007918,49.81,0.980,1,-0.018,-0.522,+0.315,-52.783,-0.259,-0.695,+0.302,51
ebone,ramp_up,20,2,oracle,394.055595,443.087446,452.016413,51,19,0.007918,49.73,0.980,1,-0.018,-0.522,+0.315,-52.783,-0.259,-0.695,+0.302,51
ebone,ramp_up,40,0,phase1,388.505933,438.364448,441.632286,51,21,0.015980,53.27,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,0,current_apg,388.505933,438.364448,441.632286,51,21,0.015572,56.65,0.980,1,+0.000,+0.000,+0.000,-2.556,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,0,predictive,388.505933,438.364448,441.632286,51,21,0.021444,54.84,0.980,1,+0.000,+0.000,+0.000,+34.194,-0.000,-0.000,-0.000,51
ebone,ramp_up,40,0,oracle,388.505933,438.364448,441.632286,51,21,0.015572,52.22,0.980,1,+0.000,+0.000,+0.000,-2.556,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,1,phase1,393.136343,440.968819,447.411053,51,19,0.008810,51.52,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,1,current_apg,393.882102,444.770581,446.753966,51,20,0.018886,52.05,0.980,1,+0.190,+0.862,-0.147,+114.377,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,1,predictive,393.882102,444.770581,446.753966,51,20,0.018886,51.62,0.980,1,+0.190,+0.862,-0.147,+114.377,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,1,oracle,392.828257,440.654581,447.382239,51,19,0.013653,51.85,0.980,1,-0.078,-0.071,-0.006,+54.975,-0.268,-0.925,+0.141,51
ebone,ramp_up,40,2,phase1,395.486215,447.994538,453.250989,51,19,0.015980,52.27,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,2,current_apg,393.538346,448.926881,458.115916,51,17,0.015572,52.32,0.980,-1,-0.493,+0.208,+1.073,-2.556,+0.000,+0.000,+0.000,51
ebone,ramp_up,40,2,predictive,394.797730,442.530564,453.250989,51,19,0.021444,51.99,0.980,1,-0.174,-1.220,+0.000,+34.194,+0.320,-1.425,-1.062,51
ebone,ramp_up,40,2,oracle,393.538346,448.926881,458.115916,51,17,0.015572,52.38,0.980,-1,-0.493,+0.208,+1.073,-2.556,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,0,phase1,360.620899,433.954533,438.528141,51,15,0.003915,49.66,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,0,current_apg,360.620899,433.954533,438.528141,51,15,0.003915,51.20,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,0,predictive,360.620899,433.954533,438.528141,51,15,0.003915,48.29,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,0,oracle,360.620899,433.954533,438.528141,51,15,0.003915,48.76,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,1,phase1,363.880448,436.506971,447.004863,51,13,0.001799,49.94,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,1,current_apg,363.872215,436.506971,446.639469,51,13,0.002784,50.16,0.980,1,-0.002,+0.000,-0.082,+54.764,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,1,predictive,363.872215,436.506971,446.639469,51,13,0.002784,48.85,0.980,1,-0.002,+0.000,-0.082,+54.764,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,1,oracle,363.872215,436.506971,446.639469,51,13,0.002784,48.85,0.980,1,-0.002,+0.000,-0.082,+54.764,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,2,phase1,362.432888,436.207416,441.545309,51,13,0.003915,48.99,0.980,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,2,current_apg,362.432888,436.207416,441.545309,51,13,0.003915,48.66,0.980,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,2,predictive,362.432888,436.207416,441.545309,51,13,0.003915,48.49,0.980,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,10,2,oracle,362.432888,436.207416,441.545309,51,13,0.003915,53.50,0.980,15,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,0,phase1,360.620899,433.954533,438.528141,51,15,0.015399,51.77,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,0,current_apg,360.620899,433.954533,438.528141,51,15,0.009951,50.03,0.980,1,-0.000,+0.000,+0.000,-35.377,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,0,predictive,360.620899,433.954533,438.528141,51,15,0.009951,49.85,0.980,1,-0.000,+0.000,+0.000,-35.377,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,0,oracle,360.620899,433.954533,438.528141,51,15,0.009951,49.86,0.980,1,-0.000,+0.000,+0.000,-35.377,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,1,phase1,363.404393,435.223297,439.902472,51,14,0.009072,49.26,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,1,current_apg,363.279769,436.081108,442.742668,51,13,0.009821,49.28,0.980,1,-0.034,+0.197,+0.646,+8.259,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,1,predictive,363.537906,436.606767,442.641256,51,14,0.014924,49.90,0.980,1,+0.037,+0.318,+0.623,+64.502,+0.071,+0.121,-0.023,51
ebone,flash_crowd,20,1,oracle,363.537906,436.606767,442.641256,51,14,0.014924,49.73,0.980,1,+0.037,+0.318,+0.623,+64.502,+0.071,+0.121,-0.023,51
ebone,flash_crowd,20,2,phase1,363.456886,438.799105,443.867310,51,13,0.015399,50.09,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,2,current_apg,363.478553,438.799105,443.910076,51,13,0.009951,49.90,0.980,1,+0.006,+0.000,+0.010,-35.377,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,2,predictive,363.478553,438.799105,443.910076,51,13,0.009951,50.21,0.980,1,+0.006,+0.000,+0.010,-35.377,+0.000,+0.000,+0.000,51
ebone,flash_crowd,20,2,oracle,363.448195,438.799105,443.910076,51,13,0.017168,52.80,0.980,1,-0.002,+0.000,+0.010,+11.487,-0.008,+0.000,+0.000,51
ebone,flash_crowd,40,0,phase1,360.620899,433.954533,438.528141,51,15,0.018346,51.57,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,0,current_apg,360.620899,433.954533,438.528141,51,15,0.024454,51.57,0.980,1,+0.000,-0.000,-0.000,+33.297,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,0,predictive,360.620899,433.954533,438.528141,51,15,0.024454,51.84,0.980,1,+0.000,-0.000,-0.000,+33.297,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,0,oracle,360.620899,433.954533,438.528141,51,15,0.021618,55.02,0.980,1,+0.000,-0.000,+0.000,+17.839,-0.000,+0.000,+0.000,51
ebone,flash_crowd,40,1,phase1,363.541346,438.866039,440.525579,51,14,0.013657,52.15,0.980,1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,1,current_apg,363.115664,437.629437,440.919992,51,13,0.018587,52.04,0.980,1,-0.117,-0.282,+0.090,+36.098,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,1,predictive,363.681482,437.692192,439.277444,51,14,0.015216,52.28,0.980,1,+0.039,-0.267,-0.283,+11.416,+0.156,+0.014,-0.373,51
ebone,flash_crowd,40,1,oracle,363.115664,437.629437,440.919992,51,13,0.018587,51.91,0.980,1,-0.117,-0.282,+0.090,+36.098,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,2,phase1,363.048839,436.802873,439.949174,51,14,0.018346,51.24,0.980,14,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,2,current_apg,363.035427,438.157142,441.567299,51,14,0.024454,54.80,0.980,1,-0.004,+0.310,+0.368,+33.297,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,2,predictive,363.035427,438.157142,441.567299,51,14,0.024454,52.89,0.980,1,-0.004,+0.310,+0.368,+33.297,+0.000,+0.000,+0.000,51
ebone,flash_crowd,40,2,oracle,362.822749,437.135935,439.949174,51,14,0.021618,50.84,0.980,14,-0.062,+0.076,+0.000,+17.839,-0.059,-0.233,-0.366,51
geant,normal,10,0,phase1,0.152397,0.184729,0.189866,0,0,0.031848,44.60,0.824,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,10,0,current_apg,0.152393,0.186610,0.189866,0,0,0.013924,45.44,0.843,-1,-0.003,+1.019,+0.000,-56.280,+0.000,+0.000,+0.000,51
geant,normal,10,0,predictive,0.152393,0.186610,0.189866,0,0,0.013924,45.80,0.863,-1,-0.003,+1.019,+0.000,-56.280,+0.000,+0.000,+0.000,51
geant,normal,10,0,oracle,0.152393,0.186610,0.189866,0,0,0.013924,45.53,0.843,-1,-0.003,+1.019,+0.000,-56.280,+0.000,+0.000,+0.000,51
geant,normal,10,1,phase1,0.159430,0.198120,0.205901,0,0,0.031014,44.50,0.824,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,10,1,current_apg,0.156758,0.189562,0.197201,0,0,0.013924,44.57,0.843,-1,-1.676,-4.320,-4.226,-55.104,+0.000,+0.000,+0.000,51
geant,normal,10,1,predictive,0.156758,0.189562,0.197201,0,0,0.013924,44.87,0.824,-1,-1.676,-4.320,-4.226,-55.104,+0.000,+0.000,+0.000,51
geant,normal,10,1,oracle,0.156758,0.189562,0.197201,0,0,0.013924,44.86,0.843,-1,-1.676,-4.320,-4.226,-55.104,+0.000,+0.000,+0.000,51
geant,normal,10,2,phase1,0.161412,0.201867,0.211437,0,0,0.031014,44.71,0.824,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,10,2,current_apg,0.158767,0.192767,0.198555,0,0,0.013924,45.50,0.843,-1,-1.638,-4.508,-6.093,-55.104,+0.000,+0.000,+0.000,51
geant,normal,10,2,predictive,0.158767,0.192767,0.198555,0,0,0.013924,48.20,0.843,-1,-1.638,-4.508,-6.093,-55.104,+0.000,+0.000,+0.000,51
geant,normal,10,2,oracle,0.158767,0.192767,0.198555,0,0,0.013924,44.46,0.843,-1,-1.638,-4.508,-6.093,-55.104,+0.000,+0.000,+0.000,51
geant,normal,20,0,phase1,0.152315,0.184729,0.189866,0,0,0.014436,49.14,0.961,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,20,0,current_apg,0.150383,0.180243,0.185302,0,0,0.033231,49.34,0.961,-1,-1.268,-2.428,-2.404,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,0,predictive,0.150383,0.180243,0.185302,0,0,0.033231,52.53,0.961,-1,-1.268,-2.428,-2.404,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,0,oracle,0.150383,0.180243,0.185302,0,0,0.041308,48.55,0.961,-1,-1.268,-2.428,-2.404,+186.136,-0.000,-0.000,+0.000,51
geant,normal,20,1,phase1,0.157276,0.192335,0.201223,0,0,0.014436,49.79,0.961,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,20,1,current_apg,0.154899,0.188600,0.190666,0,0,0.033231,49.84,0.961,-1,-1.511,-1.942,-5.247,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,1,predictive,0.154899,0.188600,0.190666,0,0,0.033231,50.13,0.961,-1,-1.511,-1.942,-5.247,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,1,oracle,0.154899,0.188600,0.190666,0,0,0.033231,49.74,0.961,-1,-1.511,-1.942,-5.247,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,2,phase1,0.159870,0.196136,0.201430,0,0,0.014436,49.98,0.961,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,20,2,current_apg,0.157316,0.191465,0.200353,0,0,0.033231,54.14,0.961,-1,-1.597,-2.382,-0.535,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,2,predictive,0.157316,0.191465,0.200353,0,0,0.033231,60.27,0.961,-1,-1.597,-2.382,-0.535,+130.188,+0.000,+0.000,+0.000,51
geant,normal,20,2,oracle,0.159037,0.197307,0.211371,0,0,0.041308,49.03,0.961,-1,-0.521,+0.597,+4.935,+186.136,+1.094,+3.051,+5.499,51
geant,normal,40,0,phase1,0.148936,0.178573,0.183743,0,0,0.083650,51.22,0.882,-1,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,+0.000,51
geant,normal,40,0,current_apg,0.148243,0.178096,0.183307,0,0,0.049408,51.25,0.961,-1,-0.465,-0.267,-0.238,-40.935,+0.000,+0.000,+0.000,51
geant,normal,40,0,predictive,0.148243,0.178096,0.183307,0,0,0.049408,51.22,0.961,-1,-0.465,-0.267,-0.238,-40.935,+0.000,+0.000,+0.000,51
